TIME,PRINT,PRMNU,SALER,SALEC,CPI,INFLA,CLI,BCI
Aug-96,87.1124,71.1151,62.5246,76.714,68.7,2.7,99.9132,100.6864
Sep-96,87.6501,71.4389,63.4242,73.7811,69,2.7,99.9386,101.0248
Oct-96,87.435,71.6547,63.3118,81.7092,69.1,3,99.9694,101.2416
Nov-96,87.8652,71.7626,63.5367,76.8057,69.2,3.1,99.9967,101.2382
Dec-96,88.2954,71.9784,63.3118,76.989,69.4,2.8,100.0309,100.9402
Jan-97,88.1879,72.0863,63.3118,79.5095,69.2,2.6,100.0832,100.779
Feb-97,88.4029,72.6259,63.9865,78.2722,69.3,2.4,100.1552,100.7985
Mar-97,87.7577,72.1942,64.4363,77.3556,69.4,2.2,100.2343,100.9116
Apr-97,88.1879,72.0863,64.8861,84.6879,69.7,2.1,100.3141,100.8566
May-97,88.1879,71.8705,64.5488,80.7926,70,2.1,100.3839,100.7012
Jun-97,88.5105,71.9784,65.2235,82.2133,70.1,2.1,100.4396,100.6707
Jul-97,89.6935,72.8417,65.5609,79.372,70,2.4,100.4861,100.8479
Aug-97,88.9407,71.6547,64.9986,84.2755,70.3,2.3,100.5333,100.9985
Sep-97,90.0161,72.518,64.9986,85.6961,70.5,2.2,100.5693,101.2106
Oct-97,91.0916,73.0576,65.8982,84.138,70.6,2.2,100.5826,101.4118
Nov-97,91.7369,73.5971,65.5609,85.8336,70.6,2.1,100.5731,101.3581
Dec-97,92.1671,73.3813,66.0107,86.3835,70.7,1.9,100.5568,101.192
Jan-98,93.135,73.705,66.2356,86.8876,70.4,1.8,100.5379,100.9161
Feb-98,93.8878,74.1367,66.2356,86.4751,70.6,1.8,100.517,100.6869
Mar-98,94.4255,74.8921,66.3481,89.3164,70.8,1.9,100.4731,100.3357
Apr-98,94.1029,74.7842,66.4605,83.0381,71.2,2.1,100.3811,99.8417
May-98,92.7048,74.5683,67.1352,84.0922,71.5,2.2,100.2292,99.2477
Jun-98,91.952,74.5683,66.0107,89.4539,71.4,1.9,100.0199,98.7127
Jul-98,91.4142,74.8921,66.573,86.1085,71.2,1.7,99.7827,98.2289
Aug-98,91.6293,75.4317,66.7979,83.2214,71.4,1.6,99.5702,97.6283
Sep-98,90.769,75,66.573,88.0791,71.7,1.7,99.4331,97.0876
Oct-98,90.8765,75.3237,66.2356,83.6797,71.7,1.6,99.396,96.6041
Nov-98,90.9841,75.3237,66.573,86.0627,71.8,1.7,99.479,96.526
Dec-98,91.4142,75.8633,66.3481,90.1871,72,1.9,99.6617,96.8453
Jan-99,92.1671,76.6187,67.1352,85.1382,71.8,2,99.9214,97.0657
Feb-99,92.1671,75.7554,66.9103,58.3895,71.9,1.9,100.2358,97.3303
Mar-99,93.9953,76.9424,67.2477,106.1868,72.3,2.1,100.5548,97.8127
Apr-99,95.2859,76.8345,67.3601,95.8314,72.6,2,100.8274,98.5414
May-99,97.2217,77.9137,68.1473,90.4227,72.8,1.7,101.0358,99.2274
Jun-99,97.1142,77.3741,68.2598,98.846,72.7,1.8,101.1742,99.3612
Jul-99,98.6198,78.8849,68.2598,114.7691,72.4,1.7,101.2274,99.4544
Aug-99,99.3727,79.7482,68.7096,18.2601,72.6,1.6,101.1841,99.9483
Sep-99,99.3727,80.8273,68.4847,109.1681,72.8,1.6,101.0652,100.4502
Oct-99,98.4047,80.3957,68.822,90.2675,72.8,1.5,100.9002,100.6564
Nov-99,98.5123,81.259,69.047,87.0899,72.9,1.5,100.7398,100.686
Dec-99,96.0387,80.072,69.4968,82.4324,73.1,1.5,100.6092,100.6964
Jan-00,95.8236,80.7194,71.0711,90.8365,72.6,1.2,100.5093,100.588
Feb-00,96.0387,81.5827,69.6092,61.0754,72.8,1.2,100.4374,100.3309
Mar-00,95.8236,80.9353,70.1715,102.7516,73,1,100.3909,99.9957
Apr-00,97.3293,81.4748,69.9466,88.7509,73.3,0.9,100.348,99.6283
May-00,98.0821,81.4748,69.9466,96.863,73.5,1,100.3118,99.4242
Jun-00,99.1576,81.6907,70.059,93.5414,73.6,1.2,100.2767,99.333
Jul-00,98.8349,81.259,70.284,93.3684,73.3,1.2,100.2492,99.4461
Aug-00,100.233,82.3381,71.0711,23.2892,73.3,1,100.2394,99.5988
Sep-00,100.4481,82.0144,71.0711,89.846,73.8,1.3,100.2532,99.9066
Oct-00,101.9538,82.554,71.5209,91.1697,73.8,1.4,100.2966,100.2315
Nov-00,102.3839,82.6619,71.5209,96.7305,74,1.5,100.3505,100.5009
Dec-00,102.0613,84.6043,71.6334,95.8549,74,1.2,100.389,100.7383
1-Jan,98.2972,83.8489,72.9829,95.6743,73.5,1.2,100.3961,100.4743
1-Feb,96.5765,83.8489,73.77,76.8729,73.7,1.2,100.3787,99.7453
1-Mar,97.2217,83.9568,73.6576,97.4958,73.9,1.3,100.3447,99.1158
1-Apr,99.3727,83.4173,74.1074,93.6537,74.4,1.5,100.3043,98.8645
1-May,99.8028,82.446,75.4569,97.6494,74.9,1.9,100.2618,98.8226
1-Jun,101.416,83.6331,74.8946,100.6858,75,1.9,100.2059,98.9171
1-Jul,101.416,82.8777,75.6818,96.8183,74.5,1.7,100.1314,98.8715
1-Aug,103.9971,85.2518,75.5693,31.9787,74.8,2.1,100.056,98.5117
1-Sep,103.6745,83.741,76.244,106.3882,75,1.7,99.9904,98.1412
1-Oct,103.6745,84.1727,76.6938,106.948,74.9,1.6,99.9448,97.7819
1-Nov,104.5349,83.741,77.3686,108.5762,74.9,1.2,99.9358,97.4326
1-Dec,105.5028,83.4173,78.0433,102.1388,75,1.4,99.959,97.3149
2-Jan,106.7933,83.8489,77.9308,106.0151,74.8,1.8,100.0132,97.6881
2-Feb,107.5462,85.2518,79.0554,99.4669,75,1.7,100.0879,98.1432
2-Mar,109.8046,88.0576,79.5052,98.6529,75.2,1.7,100.1713,98.5153
2-Apr,104.6424,85.8993,80.6298,107.0769,75.6,1.6,100.2363,98.8988
2-May,106.1481,89.2446,80.1799,102.0537,75.8,1.2,100.2476,99.1214
2-Jun,100.3406,83.6331,79.0554,93.8112,75.8,1.1,100.2112,99.4443
2-Jul,102.1688,88.4892,80.5173,104.6494,75.6,1.4,100.153,99.6831
2-Aug,100.9858,88.1655,80.5173,44.735,75.8,1.3,100.0796,99.7003
2-Sep,101.5236,88.3813,80.2924,101.4485,76,1.2,99.9853,99.548
2-Oct,98.2972,87.6259,80.6298,104.1071,76.1,1.5,99.8581,99.4957
2-Nov,98.5123,88.705,81.0796,100.8036,76.1,1.6,99.6948,99.3851
2-Dec,98.9425,88.3813,80.8547,105.9862,76.3,1.7,99.5056,99.0521
3-Jan,99.4802,88.1655,80.1799,98.3993,75.9,1.4,99.3248,98.7456
3-Feb,101.8462,89.0288,80.4048,99.0918,76.1,1.6,99.2034,98.3754
3-Mar,104.1047,89.6763,80.8547,99.1766,76.4,1.6,99.1634,98.0946
3-Apr,104.5349,89.3525,81.5294,99.9639,76.8,1.5,99.1984,98.03
3-May,105.6103,88.813,80.8547,99.2952,76.8,1.3,99.2764,98.1485
3-Jun,107.0084,89.3525,81.9792,103.913,76.7,1.2,99.3773,98.2928
3-Jul,108.6216,89.7842,81.8667,102.8607,76.6,1.3,99.4809,98.308
3-Aug,108.8367,89.7842,81.9792,55.6731,76.8,1.4,99.582,98.336
3-Sep,108.4065,89.5683,82.5415,100.8051,77,1.3,99.683,98.333
3-Oct,110.8801,90.4317,82.7664,102.9786,77.1,1.3,99.7826,98.616
3-Nov,107.4386,89.8921,82.6539,99.4599,77.1,1.3,99.8821,99.2815
3-Dec,103.2443,90.2158,83.1037,107.7591,77.3,1.3,99.9788,99.9292
4-Jan,100.0179,90.6475,85.0155,105.7496,77,1.5,100.0518,100.4124
4-Feb,100.4481,91.5108,84.6781,105.7711,77.2,1.4,100.0898,100.4812
4-Mar,101.3085,92.2662,85.4653,102.4919,77.3,1.2,100.0915,100.5777
4-Apr,102.0613,92.1583,85.6902,97.8706,77.6,1.1,100.0639,100.7043
4-May,103.782,91.4029,86.3649,96.6105,77.9,1.4,100.0231,101.0261
4-Jun,105.6103,90.6475,86.5898,99.9744,77.9,1.5,99.985,101.0804
4-Jul,104.8575,90,86.5898,97.5264,77.7,1.4,99.9636,101.024
4-Aug,105.2877,89.6763,86.7023,63.7455,77.9,1.4,99.9725,101.0591
4-Sep,106.1481,90.4317,87.2646,96.9946,77.9,1.2,100.0117,100.9145
4-Oct,108.4065,90.6475,86.7023,98.2436,78.1,1.3,100.0716,100.809
4-Nov,109.3744,91.4029,87.0396,100.2772,78.3,1.5,100.1293,100.6425
4-Dec,106.7933,91.295,86.5898,97.589,78.6,1.8,100.1679,100.5909
5-Jan,104.1047,92.0504,87.2646,98.7025,78.3,1.7,100.1825,100.6232
5-Feb,101.5236,91.9424,86.9272,91.6775,78.5,1.7,100.1731,100.4225
5-Mar,98.1896,88.813,86.4774,94.2308,78.8,2,100.1465,99.8895
5-Apr,103.3519,92.5899,86.8147,95.5212,79.1,1.9,100.1077,99.2841
5-May,103.5669,91.9424,86.3649,92.6886,79.4,1.9,100.0648,98.8728
5-Jun,104.6424,93.0216,86.8147,93.2446,79.4,2,100.0336,98.7634
5-Jul,103.782,92.3741,86.8147,91.7287,79.5,2.3,100.0197,98.9319
5-Aug,103.8896,93.2374,86.7023,73.0799,79.7,2.4,100.0183,99.0149
5-Sep,104.4273,93.3453,87.0396,92.2234,79.9,2.5,100.0308,99.2577
5-Oct,104.965,93.1295,87.6019,88.4459,80,2.4,100.0636,99.3686
5-Nov,105.6103,93.9928,88.1642,91.7708,80,2.2,100.1272,99.2258
5-Dec,105.8254,95.1799,87.4895,105.5099,80.3,2.1,100.2124,99.1065
6-Jan,106.5782,95.9353,87.6019,87.1518,80,2.2,100.2986,99.1759
6-Feb,104.8575,95.9353,87.6019,92.0455,80.2,2.2,100.3969,99.5297
6-Mar,106.3631,97.554,88.1642,90.4423,80.4,2,100.4946,99.9205
6-Apr,104.5349,97.2302,88.0517,87.2771,80.9,2.2,100.5874,100.2949
6-May,106.0405,98.4173,88.7265,92.5932,81.3,2.4,100.6676,100.4193
6-Jun,107.3311,98.741,89.0638,89.6097,81.5,2.6,100.7387,100.5304
6-Jul,106.2556,98.5252,88.9514,88.3837,81.5,2.5,100.8152,100.6721
6-Aug,107.6537,98.8489,89.1763,78.5133,81.8,2.6,100.9167,100.6283
6-Sep,108.9443,99.2806,88.5016,90.7606,81.9,2.5,101.062,100.6334
6-Oct,108.4065,99.2806,89.6261,88.3615,82,2.5,101.2278,100.6195
6-Nov,109.2669,99.1727,89.7385,89.6057,82.2,2.8,101.3955,100.8437
6-Dec,108.4065,99.2806,90.9755,89.0401,82.6,2.9,101.5572,100.9804
7-Jan,109.6971,99.7122,89.6261,92.9209,82.1,2.7,101.7036,101.1437
7-Feb,108.1914,97.7698,90.8631,90.4834,82.4,2.7,101.8383,101.5161
7-Mar,107.9763,98.4173,91.088,92.1196,82.8,2.9,101.9489,101.6627
7-Apr,107.116,98.4173,91.2005,89.8837,83.1,2.7,102.0232,101.6853
7-May,107.9763,98.9568,91.088,90.7022,83.3,2.5,102.047,101.829
7-Jun,105.933,98.2014,91.088,91.1488,83.5,2.5,102.0068,101.9496
7-Jul,105.2877,97.8777,91.2005,92.7648,83.1,2,101.9085,101.7321
7-Aug,104.75,98.6331,91.9876,86.6954,83.4,2,101.7798,101.6636
7-Sep,103.5669,97.9856,91.8752,92.1269,83.5,2,101.6435,101.6177
7-Oct,104.6424,97.8777,91.3129,93.1058,83.8,2.3,101.4898,101.4489
7-Nov,104.6424,98.9568,91.4254,91.1219,84.1,2.2,101.3022,101.3544
7-Dec,104.1047,99.3885,91.5378,89.2604,84.5,2.3,101.0842,101.2353
8-Jan,104.8575,100.2518,91.6503,92.4276,84.1,2.4,100.8269,101.2381
8-Feb,105.7179,101.7626,93.1122,85.8178,84.6,2.6,100.5219,101.1128
8-Mar,104.1047,98.8489,91.6503,92.3755,84.9,2.6,100.1601,100.8501
8-Apr,104.75,100.4676,91.2005,91.6944,85.6,3,99.7207,100.3245
8-May,104.2122,100.036,94.0118,88.349,86.1,3.3,99.1994,100.0527
8-Jun,103.9971,98.5252,90.7506,85.4373,86.6,3.7,98.6123,99.9904
8-Jul,104.1047,99.3885,90.6382,81.2786,86.6,4.2,98.0023,99.5327
8-Aug,104.965,98.6331,90.6382,75.4721,87.1,4.4,97.423,98.7159
8-Sep,105.3952,97.6619,90.7506,73.0157,87.5,4.8,96.8969,97.7818
8-Oct,106.0405,97.446,90.0759,70.071,87.3,4.2,96.4511,96.881
8-Nov,103.0292,93.4532,90.3008,56.658,87.3,3.8,96.1283,96.1611
8-Dec,102.1688,92.1583,90.5257,67.7312,87.1,3,95.9527,95.6011
9-Jan,101.0934,90.5396,91.3129,64.6626,86.6,2.9,95.9201,94.9059
9-Feb,99.5877,89.6763,89.7385,66.4362,87.2,3.1,96.055,94.3099
9-Mar,99.05,90.2158,90.8631,64.5417,87.3,2.8,96.3623,94.1669
9-Apr,99.9104,91.8345,91.4254,69.462,87.5,2.3,96.833,94.6422
9-May,98.0821,90.1079,90.9755,67.2553,87.9,2.1,97.4241,95.2966
9-Jun,98.7274,90.5396,92.1001,71.8636,88.1,1.7,98.0958,95.9456
9-Jul,99.1576,90.6475,92.325,84.2273,88,1.6,98.8015,96.5309
9-Aug,96.3614,89.6763,92.4375,82.6315,88.3,1.4,99.4814,97.1816
9-Sep,97.4368,90.9712,92.325,81.6162,88.3,1,100.0847,97.7918
9-Oct,97.1142,90.9712,92.325,91.0373,88.4,1.2,100.5656,98.2141
9-Nov,97.1142,91.5108,92.4375,87.5851,88.6,1.5,100.8983,98.2864
9-Dec,96.684,91.0791,92.1001,91.7983,88.9,2.1,101.0981,98.306
10-Jan,96.7915,90.6475,89.4012,84.7311,88.8,2.6,101.1909,98.4979
10-Feb,97.1142,90.9712,91.9876,83.2367,89,2.1,101.2061,98.7099
10-Mar,98.7274,92.3741,91.5378,81.7095,89.4,2.4,101.1633,99.0185
10-Apr,98.9425,92.2662,91.9876,78.4809,89.9,2.7,101.0709,99.4609
10-May,98.8349,91.9424,92.2125,76.2225,90.1,2.5,100.9385,99.9102
10-Jun,97.5444,91.6187,92.2125,79.1434,90.2,2.4,100.7928,100.1711
10-Jul,97.0066,91.4029,92.5499,74.2572,90,2.3,100.6552,100.4314
10-Aug,97.2217,91.7266,92.6624,69.8795,90.4,2.4,100.5532,100.596
10-Sep,97.3293,91.0791,91.5378,74.2313,90.4,2.4,100.4903,100.663
10-Oct,98.1896,91.295,91.9876,71.2075,90.6,2.5,100.4594,100.7168
10-Nov,97.2217,90.7554,91.5378,76.4539,90.9,2.6,100.4522,100.8116
10-Dec,95.6085,89.6763,90.4133,74.7838,91.7,3.1,100.4564,101.0277
11-Jan,93.7803,90.6475,91.4254,75.0007,91.8,3.4,100.4568,101.1754
11-Feb,90.6614,90.5396,90.9755,76.6024,92.3,3.7,100.4433,101.405
11-Mar,90.4463,89.8921,91.2005,75.2137,92.6,3.5,100.3945,101.6385
11-Apr,90.3388,89.7842,92.1001,73.4604,93.3,3.8,100.3028,101.5486
11-May,91.7369,90.9712,90.4133,74.009,93.5,3.8,100.1616,101.4097
11-Jun,92.2746,90.2158,90.0759,74.2241,93.5,3.6,99.9561,101.1911
11-Jul,92.0595,90,90.5257,72.1833,93.5,3.8,99.7049,100.8079
11-Aug,91.7369,90.1079,90.4133,76.061,93.9,3.9,99.4398,100.4587
11-Sep,91.952,89.7842,90.5257,73.5079,94.5,4.5,99.1906,99.8964
11-Oct,92.4897,89.2446,91.3129,73.4597,94.5,4.3,98.9798,99.3594
11-Nov,91.7369,89.3525,90.4133,73.3488,94.7,4.1,98.8249,99.1871
11-Dec,91.6293,90.5396,90.9755,72.1539,95,3.7,98.7325,99.4151
12-Jan,91.1991,91.5108,91.2005,74.9394,94.7,3.2,98.6992,100.0572
12-Feb,91.0916,91.295,90.7506,75.4696,95.2,3.1,98.704,100.5406
12-Mar,90.5539,90.6475,92.2125,76.2251,95.4,3.1,98.7261,100.7053
12-Apr,91.5218,90.6475,90.5257,76.0535,95.9,2.8,98.7586,100.5289
12-May,93.0274,92.8058,91.4254,78.6547,95.9,2.5,98.8098,100.0455
12-Jun,91.6293,90.4317,91.9876,77.0053,95.6,2.3,98.8985,99.9503
12-Jul,94.5331,93.4532,91.6503,78.7656,95.7,2.4,99.0288,100.0319
12-Aug,93.7803,92.5899,91.8752,77.5978,96.1,2.3,99.1812,99.9627
12-Sep,91.4142,93.0216,92.1001,79.571,96.4,2.1,99.3394,100.1119
12-Oct,91.1991,92.2662,91.7627,82.8468,96.8,2.4,99.4883,100.241
12-Nov,91.1991,92.482,91.3129,82.2738,97,2.4,99.6194,100.1018
12-Dec,91.0916,93.777,92.2125,74.3494,97.3,2.4,99.7393,100.0631
13-Jan,88.8331,93.1295,91.6503,83.7644,97,2.4,99.871,99.9777
13-Feb,88.9407,93.2374,93.2246,82.5492,97.5,2.5,100.0187,99.9952
13-Mar,90.9841,94.8561,91.4254,80.4457,97.8,2.5,100.1853,100.1224
13-Apr,92.3822,94.1007,90.8631,86.8169,98,2.2,100.3627,100.0967
13-May,93.9953,94.7482,92.6624,87.1038,98.2,2.4,100.5405,99.982
13-Jun,95.1783,96.0432,93.3371,87.2292,98,2.6,100.7143,100.0383
13-Jul,94.8557,96.4748,93.4495,88.7609,98,2.5,100.8855,100.6385
13-Aug,94.2104,96.259,93.1122,86.1284,98.4,2.4,101.034,101.4746
13-Sep,96.2538,97.1223,94.1243,89.2042,98.7,2.4,101.1505,102.1673
13-Oct,97.1142,97.2302,93.4495,86.9558,98.8,2,101.2326,102.3306
13-Nov,97.6519,97.0144,94.4616,89.0919,98.8,1.9,101.3013,102.4763
13-Dec,98.2972,96.9065,93.6745,90.7529,99.2,1.9,101.3692,102.3356
14-Jan,98.6198,97.9856,94.4616,90.9735,98.7,1.8,101.437,102.0776
14-Feb,98.6198,98.3094,94.799,85.7287,99.1,1.6,101.4975,101.9034
14-Mar,97.5444,98.4173,95.6986,93.8541,99.3,1.5,101.5466,101.886
14-Apr,96.3614,99.3885,96.036,94.0116,99.6,1.7,101.5649,102.1423
14-May,95.0708,98.2014,96.3734,94.7143,99.6,1.5,101.5418,102.3089
14-Jun,94.7482,99.0648,96.5983,92.1999,99.8,1.8,101.4776,102.3972
14-Jul,94.7482,99.2806,96.7107,95.3845,99.6,1.6,101.3845,102.2696
14-Aug,93.7803,98.9568,96.4858,92.5973,99.9,1.5,101.2788,102.132
14-Sep,94.1029,99.7122,96.4858,94.3268,100,1.3,101.1685,101.9137
14-Oct,93.4576,98.8489,97.1605,100.3266,100.1,1.3,101.0656,101.7763
14-Nov,94.318,99.4964,97.8353,96.8783,99.9,1.1,100.975,101.819
14-Dec,96.4689,100.3597,99.1847,97.2066,99.9,0.7,100.9078,101.9189
15-Jan,98.9425,99.7122,97.9477,97.5569,99.2,0.5,100.8698,101.9873
15-Feb,100.6632,100.1439,99.0723,95.9056,99.5,0.4,100.8607,101.9587
15-Mar,101.6311,100.7914,99.747,98.8287,99.6,0.3,100.8635,101.6757
15-Apr,100.8783,100.7914,100.0843,99.4402,99.9,0.3,100.8567,101.4444
15-May,100.233,100.1439,99.9719,98.7789,100.1,0.4,100.8285,101.1992
15-Jun,100.3406,100.7914,100.3092,102.7666,100.1,0.3,100.7779,101.0497
15-Jul,99.8028,99.8201,100.3092,100.2658,100,0.5,100.6952,101.0628
15-Aug,100.3406,100.1439,99.2972,97.005,100.3,0.4,100.5896,100.9841
15-Sep,99.6953,100.036,101.3213,102.2088,100.2,0.2,100.4745,100.7983
15-Oct,99.9104,100.036,99.9719,101.0408,100.3,0.2,100.3623,100.547
15-Nov,98.7274,98.8489,100.7591,101.206,100.3,0.4,100.2561,100.322
15-Dec,98.8349,98.6331,101.2089,104.9967,100.4,0.5,100.1571,100.2214
16-Jan,101.5236,99.0648,102.6708,100.2698,99.9,0.6,100.0587,100.2309
16-Feb,101.9538,98.741,102.4459,102.2552,100.1,0.6,99.9761,100.2567
16-Mar,101.6311,98.0935,102.221,103.3625,100.4,0.8,99.9176,100.492
16-Apr,103.6745,101.3309,102.8957,102.5872,100.6,0.7,99.8777,100.7565
16-May,101.3085,100.4676,104.8074,101.9668,100.8,0.7,99.8595,100.9978
16-Jun,99.5877,99.3885,103.3455,101.3464,101,0.8,99.8683,101.1301
16-Jul,99.3727,98.9568,105.1448,101.7522,100.9,0.9,99.9151,101.0686
16-Aug,98.7274,98.8489,105.0323,93.7508,101.2,1,100.0189,101.0656
16-Sep,98.6198,99.3885,105.4821,104.553,101.5,1.3,100.1627,101.1801
16-Oct,97.4368,97.6619,107.2814,103.879,101.6,1.3,100.3012,101.4457
16-Nov,98.2972,98.3094,106.8316,104.3248,101.8,1.5,100.4215,101.8848
16-Dec,100.4481,101.7626,105.5946,105.0759,102.2,1.8,100.5215,102.1594
17-Jan,99.5877,100.3597,105.1448,101.8164,101.8,1.9,100.5937,102.4211
17-Feb,98.8349,99.6043,105.932,99.3925,102.4,2.3,100.6453,102.5473
17-Mar,98.2972,99.0648,105.2572,111.8969,102.7,2.3,100.6729,102.5213
17-Apr,98.7274,99.2806,107.0565,83.208,103.2,2.6,100.6691,102.5181
17-May,99.2651,99.9281,105.3697,92.991,103.5,2.7,100.6657,102.7204
17-Jun,99.3727,100.3597,106.2693,95.7335,103.5,2.6,100.6507,102.9994
17-Jul,99.9104,100.2518,106.2693,92.4569,103.5,2.6,100.6203,103.1459
17-Aug,100.0179,100.2518,107.5063,81.503,104,2.7,100.5742,103.0044
17-Sep,102.0613,101.5468,107.0565,96.5464,104.3,2.8,100.5193,102.7909
17-Oct,103.2443,102.1942,107.5063,92.4485,104.4,2.8,100.4411,102.7125
17-Nov,103.0292,101.9784,107.7312,92.4194,104.7,2.8,100.3481,102.8385
17-Dec,101.5236,103.4892,107.7312,91.3652,105,2.7,100.2556,102.8833
18-Jan,99.8028,103.4892,106.9441,94.3437,104.5,2.7,100.1672,102.6217
18-Feb,99.3727,103.4892,107.3939,93.5041,104.9,2.5,100.0869,101.9917
18-Mar,99.8028,103.705,106.2693,94.9246,105.1,2.3,100.0144,101.4713
18-Apr,100.9858,103.3813,107.3939,92.0266,105.5,2.2,99.9455,101.4916
18-May,101.9538,104.2446,109.643,94.3564,105.9,2.3,99.8649,101.6947
18-Jun,104.6424,105.7554,109.1931,92.2276,105.9,2.3,99.7404,102.0162
18-Jul,104.6424,105.4317,110.4301,92.3624,105.9,2.3,99.5632,102.2273
18-Aug,105.933,105.4317,111.1049,93.5679,106.5,2.4,99.3378,102.1833
18-Sep,106.3631,105.2158,110.3177,78.9853,106.6,2.2,99.08,101.9687
18-Oct,107.116,104.5683,109.9803,89.1884,106.7,2.2,98.8277,101.8443
18-Nov,107.6537,105.5396,111.2173,89.0895,106.9,2.2,98.5968,102.0178
18-Dec,107.7612,105.7554,111.3298,86.342,107.1,2,98.4066,102.0999
19-Jan,108.5141,107.2662,111.2173,92.7814,106.4,1.8,98.2753,101.7856
19-Feb,108.7292,108.4532,111.4422,93.8142,106.8,1.8,98.2046,101.2384
19-Mar,110.0197,110.2878,112.3419,94.0361,107,1.8,98.1697,100.6761
19-Apr,106.6858,106.6187,112.3419,86.2606,107.6,2,98.1486,100.1223
19-May,107.7612,108.0216,111.5547,87.3135,107.9,1.9,98.1252,99.6106
19-Jun,107.0084,107.8058,113.129,86.3228,107.9,1.9,98.084,99.3035
19-Jul,107.4386,108.2374,114.1411,86.8065,108,2,98.0254,98.9566
19-Aug,106.4707,107.2662,113.6913,87.8151,108.3,1.7,97.954,98.6358
19-Sep,107.116,107.5899,113.129,82.9533,108.4,1.7,97.8992,98.2009
19-Oct,107.6537,108.6691,112.9041,82.152,108.3,1.5,97.8991,98.3251
19-Nov,106.7933,107.3741,112.7917,86.5641,108.5,1.5,97.9846,98.6379
19-Dec,106.3631,107.3741,110.9924,87.0574,108.5,1.4,98.1619,98.7811
20-Jan,106.1481,107.6978,112.7917,87.0125,108.3,1.8,98.4352,98.843
20-Feb,106.4707,108.3453,111.7796,92.4831,108.6,1.7,98.7989,98.3079
20-Mar,100.233,100.2518,107.5063,54.6048,108.6,1.5,96.7188,96.75
20-Jun,93.7803,91.0791,115.0408,55.1463,108.8,0.8,96.3227,95.4535
20-Jul,99.1576,98.2014,118.3019,94.161,109.2,1.1,99.3276,96.8679
20-Aug,100.8783,101.223,119.2016,80.6502,108.8,0.5,99.3737,97.6848
20-Sep,101.7387,102.518,120.4386,82.1715,109.2,0.7,99.1291,98.4723
20-Oct,102.7066,103.9209,122.0129,79.2385,109.2,0.9,98.8938,99.077
20-Nov,103.782,105.9712,117.8521,61.988,109.1,0.6,98.833,98.8238
20-Dec,103.3519,104.4604,118.5268,75.1322,109.4,0.8,99.4202,98.624
21-Jan,101.9538,102.518,108.7433,53.3491,109.3,0.9,99.3232,98.5909
21-Feb,102.8141,103.813,110.9924,62.0784,109.4,0.7,99.8529,99.6069
21-Mar,103.9971,105.2158,115.2657,63.517,109.7,1,100.4847,101.2608
21-Apr,103.3519,105.5396,124.8243,69.5555,110.4,1.6,100.7724,102.5685
21-May,104.4273,106.0791,121.9005,69.1548,111,2.1,101.0451,103.6158
21-Jun,103.0292,105.6475,122.8001,69.064,111.4,2.4,101.2587,104.2353
21-Jul,103.8896,105.9712,119.314,64.8705,111.4,2.1,101.3923,104.5013
21-Aug,104.2122,105.7554,118.9767,62.3596,112.1,3,101.4453,104.4153
21-Sep,103.6745,105.4317,118.077,55.9632,112.4,2.9,101.4279,104.4646
21-Oct,102.9217,105.2158,120.1012,59.3785,113.4,3.8,101.3526,104.7201
21-Nov,103.9971,106.295,119.4265,61.894,114.1,4.6,101.1926,104.9821
21-Dec,104.3198,107.0504,117.8521,60.0819,114.7,4.8,100.912,104.9608
22-Jan,105.2877,108.1295,117.5148,68.4499,114.6,4.9,100.4995,104.7092
22-Feb,104.75,107.3741,117.0649,73.4186,115.4,5.5,99.984,104.3734
22-Mar,105.0726,107.6978,116.3902,55.7958,116.5,6.2,99.4534,104.042
22-Apr,104.965,107.0504,116.2778,57.2042,119,7.8,99.0129,103.7019
22-May,106.3631,108.8849,114.9283,53.7811,119.7,7.9,98.6876,103.5328
22-Jun,105.3952,107.1583,115.2657,51.7931,120.5,8.2,98.4704,102.9107
